expected_salary,job_field,job_salary,job_location,job_title,match_score,description,requirements,company_id,company_name
13994,Healthcare,23412,Durban,Doctor,0,Provides medical or support services to patients in healthcare facilities.,Relevant healthcare qualification. Experience in patient care preferred.,3,EduPlus
28898,Engineering,27681,Johannesburg,Software Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,2,BuildRight
23963,Education,25554,Durban,Tutor,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,5,FinanceHub
13210,Retail,15399,Cape Town,Sales Associate,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,5,FinanceHub
22871,Education,9674,Pretoria,Teacher,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,5,FinanceHub
15419,Finance,23549,Cape Town,Auditor,0,"Analyzes financial data, prepares reports, and provides recommendations.","Bachelor's degree in Finance, Accounting, or Economics. Analytical skills required.",3,EduPlus
14281,Healthcare,17050,Johannesburg,Nurse,0,Provides medical or support services to patients in healthcare facilities.,Relevant healthcare qualification. Experience in patient care preferred.,1,TechCorp
19277,Engineering,28189,Pretoria,Software Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,1,TechCorp
25050,IT,25897,Pretoria,Software Developer,0,"Develops, maintains, and supports IT systems and software applications.",Bachelor's degree in Computer Science or IT. Experience with programming and system administration.,2,BuildRight
15061,Healthcare,16513,Durban,Pharmacist,0,Provides medical or support services to patients in healthcare facilities.,Relevant healthcare qualification. Experience in patient care preferred.,2,BuildRight
8732,Finance,13669,Cape Town,Auditor,0,"Analyzes financial data, prepares reports, and provides recommendations.","Bachelor's degree in Finance, Accounting, or Economics. Analytical skills required.",3,EduPlus
12800,Engineering,25792,Port Elizabeth,Mechanical Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,3,EduPlus
21944,Healthcare,9581,Pretoria,Nurse,0,Provides medical or support services to patients in healthcare facilities.,Relevant healthcare qualification. Experience in patient care preferred.,4,HealthFirst
25717,Engineering,27636,Cape Town,Civil Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,4,HealthFirst
13118,Engineering,12510,Port Elizabeth,Electrical Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,1,TechCorp
21538,Healthcare,12664,Port Elizabeth,Medical Technician,0,Provides medical or support services to patients in healthcare facilities.,Relevant healthcare qualification. Experience in patient care preferred.,2,BuildRight
17987,Healthcare,23562,Port Elizabeth,Medical Technician,0,Provides medical or support services to patients in healthcare facilities.,Relevant healthcare qualification. Experience in patient care preferred.,3,EduPlus
10048,Healthcare,11688,Durban,Nurse,0,Provides medical or support services to patients in healthcare facilities.,Relevant healthcare qualification. Experience in patient care preferred.,2,BuildRight
19672,IT,13811,Durban,Software Developer,0,"Develops, maintains, and supports IT systems and software applications.",Bachelor's degree in Computer Science or IT. Experience with programming and system administration.,1,TechCorp
28257,IT,23109,Cape Town,Cybersecurity Specialist,0,"Develops, maintains, and supports IT systems and software applications.",Bachelor's degree in Computer Science or IT. Experience with programming and system administration.,1,TechCorp
10758,Engineering,10084,Pretoria,Civil Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,5,FinanceHub
10400,Finance,17664,Cape Town,Accountant,0,"Analyzes financial data, prepares reports, and provides recommendations.","Bachelor's degree in Finance, Accounting, or Economics. Analytical skills required.",5,FinanceHub
23125,Education,19841,Durban,Teacher,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,3,EduPlus
25064,IT,26456,Durban,Cybersecurity Specialist,0,"Develops, maintains, and supports IT systems and software applications.",Bachelor's degree in Computer Science or IT. Experience with programming and system administration.,4,HealthFirst
17927,Healthcare,10771,Durban,Doctor,0,Provides medical or support services to patients in healthcare facilities.,Relevant healthcare qualification. Experience in patient care preferred.,5,FinanceHub
17889,Engineering,22301,Cape Town,Mechanical Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,1,TechCorp
28690,Retail,13763,Cape Town,Sales Associate,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,4,HealthFirst
21967,Education,15943,Durban,Lecturer,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,1,TechCorp
24026,Education,25049,Pretoria,Lecturer,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,3,EduPlus
16631,IT,8968,Durban,System Administrator,0,"Develops, maintains, and supports IT systems and software applications.",Bachelor's degree in Computer Science or IT. Experience with programming and system administration.,1,TechCorp
13934,IT,25888,Pretoria,System Administrator,0,"Develops, maintains, and supports IT systems and software applications.",Bachelor's degree in Computer Science or IT. Experience with programming and system administration.,3,EduPlus
11428,IT,14731,Cape Town,Data Scientist,0,"Develops, maintains, and supports IT systems and software applications.",Bachelor's degree in Computer Science or IT. Experience with programming and system administration.,3,EduPlus
29432,Finance,29159,Cape Town,Accountant,0,"Analyzes financial data, prepares reports, and provides recommendations.","Bachelor's degree in Finance, Accounting, or Economics. Analytical skills required.",4,HealthFirst
25633,Healthcare,18801,Johannesburg,Medical Technician,0,Provides medical or support services to patients in healthcare facilities.,Relevant healthcare qualification. Experience in patient care preferred.,1,TechCorp
11434,Retail,16026,Durban,Store Manager,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,5,FinanceHub
16410,Education,29684,Durban,Lecturer,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,5,FinanceHub
19443,Healthcare,22149,Durban,Pharmacist,0,Provides medical or support services to patients in healthcare facilities.,Relevant healthcare qualification. Experience in patient care preferred.,1,TechCorp
17329,Engineering,17457,Johannesburg,Civil Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,5,FinanceHub
25070,Finance,29566,Pretoria,Financial Analyst,0,"Analyzes financial data, prepares reports, and provides recommendations.","Bachelor's degree in Finance, Accounting, or Economics. Analytical skills required.",1,TechCorp
22603,Education,13087,Johannesburg,Principal,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,1,TechCorp
8933,Healthcare,9082,Cape Town,Pharmacist,0,Provides medical or support services to patients in healthcare facilities.,Relevant healthcare qualification. Experience in patient care preferred.,2,BuildRight
27305,Education,27473,Johannesburg,Principal,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,5,FinanceHub
15462,IT,12592,Port Elizabeth,Data Scientist,0,"Develops, maintains, and supports IT systems and software applications.",Bachelor's degree in Computer Science or IT. Experience with programming and system administration.,3,EduPlus
12551,IT,19942,Cape Town,System Administrator,0,"Develops, maintains, and supports IT systems and software applications.",Bachelor's degree in Computer Science or IT. Experience with programming and system administration.,4,HealthFirst
13745,Finance,18409,Pretoria,Accountant,0,"Analyzes financial data, prepares reports, and provides recommendations.","Bachelor's degree in Finance, Accounting, or Economics. Analytical skills required.",2,BuildRight
18235,Education,21537,Pretoria,Teacher,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,5,FinanceHub
23769,Engineering,11954,Port Elizabeth,Civil Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,3,EduPlus
25119,Healthcare,12658,Johannesburg,Doctor,0,Provides medical or support services to patients in healthcare facilities.,Relevant healthcare qualification. Experience in patient care preferred.,5,FinanceHub
24708,IT,20008,Pretoria,Cybersecurity Specialist,0,"Develops, maintains, and supports IT systems and software applications.",Bachelor's degree in Computer Science or IT. Experience with programming and system administration.,5,FinanceHub
8938,Engineering,22387,Durban,Software Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,4,HealthFirst
23093,Finance,15003,Johannesburg,Accountant,0,"Analyzes financial data, prepares reports, and provides recommendations.","Bachelor's degree in Finance, Accounting, or Economics. Analytical skills required.",4,HealthFirst
11071,Retail,20830,Johannesburg,Store Manager,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,4,HealthFirst
20791,IT,23675,Johannesburg,Software Developer,0,"Develops, maintains, and supports IT systems and software applications.",Bachelor's degree in Computer Science or IT. Experience with programming and system administration.,3,EduPlus
17639,Engineering,18741,Cape Town,Electrical Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,2,BuildRight
12851,Healthcare,9299,Port Elizabeth,Doctor,0,Provides medical or support services to patients in healthcare facilities.,Relevant healthcare qualification. Experience in patient care preferred.,4,HealthFirst
11208,Healthcare,12157,Port Elizabeth,Pharmacist,0,Provides medical or support services to patients in healthcare facilities.,Relevant healthcare qualification. Experience in patient care preferred.,1,TechCorp
11749,Education,13206,Pretoria,Lecturer,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,2,BuildRight
29647,Finance,16684,Port Elizabeth,Accountant,0,"Analyzes financial data, prepares reports, and provides recommendations.","Bachelor's degree in Finance, Accounting, or Economics. Analytical skills required.",5,FinanceHub
28323,IT,14916,Johannesburg,Cybersecurity Specialist,0,"Develops, maintains, and supports IT systems and software applications.",Bachelor's degree in Computer Science or IT. Experience with programming and system administration.,5,FinanceHub
20856,IT,26753,Durban,Software Developer,0,"Develops, maintains, and supports IT systems and software applications.",Bachelor's degree in Computer Science or IT. Experience with programming and system administration.,3,EduPlus
13241,Healthcare,28606,Johannesburg,Pharmacist,0,Provides medical or support services to patients in healthcare facilities.,Relevant healthcare qualification. Experience in patient care preferred.,1,TechCorp
27799,Retail,11746,Pretoria,Store Manager,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,4,HealthFirst
13126,Retail,11714,Johannesburg,Sales Associate,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,4,HealthFirst
29129,IT,26617,Johannesburg,Cybersecurity Specialist,0,"Develops, maintains, and supports IT systems and software applications.",Bachelor's degree in Computer Science or IT. Experience with programming and system administration.,2,BuildRight
11510,Finance,15909,Johannesburg,Auditor,0,"Analyzes financial data, prepares reports, and provides recommendations.","Bachelor's degree in Finance, Accounting, or Economics. Analytical skills required.",2,BuildRight
8143,Education,10550,Pretoria,Tutor,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,5,FinanceHub
12359,Engineering,18102,Durban,Electrical Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,1,TechCorp
20811,Retail,11241,Johannesburg,Merchandiser,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,5,FinanceHub
10213,Engineering,10470,Pretoria,Mechanical Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,1,TechCorp
28058,Education,8439,Durban,Lecturer,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,1,TechCorp
18682,Engineering,12307,Port Elizabeth,Civil Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,1,TechCorp
15341,Education,8649,Cape Town,Tutor,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,2,BuildRight
22085,Finance,26948,Cape Town,Investment Banker,0,"Analyzes financial data, prepares reports, and provides recommendations.","Bachelor's degree in Finance, Accounting, or Economics. Analytical skills required.",2,BuildRight
15603,Retail,23125,Pretoria,Store Manager,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,5,FinanceHub
24769,IT,19828,Johannesburg,Data Scientist,0,"Develops, maintains, and supports IT systems and software applications.",Bachelor's degree in Computer Science or IT. Experience with programming and system administration.,4,HealthFirst
8373,Retail,19532,Port Elizabeth,Sales Associate,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,4,HealthFirst
24617,IT,12273,Pretoria,Data Scientist,0,"Develops, maintains, and supports IT systems and software applications.",Bachelor's degree in Computer Science or IT. Experience with programming and system administration.,1,TechCorp
19894,IT,24771,Durban,Data Scientist,0,"Develops, maintains, and supports IT systems and software applications.",Bachelor's degree in Computer Science or IT. Experience with programming and system administration.,3,EduPlus
29910,Engineering,24125,Johannesburg,Software Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,3,EduPlus
12552,Retail,28570,Durban,Cashier,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,1,TechCorp
14609,Finance,21033,Port Elizabeth,Accountant,0,"Analyzes financial data, prepares reports, and provides recommendations.","Bachelor's degree in Finance, Accounting, or Economics. Analytical skills required.",4,HealthFirst
11083,Education,21829,Durban,Teacher,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,1,TechCorp
25078,Healthcare,29357,Durban,Doctor,0,Provides medical or support services to patients in healthcare facilities.,Relevant healthcare qualification. Experience in patient care preferred.,1,TechCorp
24381,Retail,29449,Pretoria,Sales Associate,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,5,FinanceHub
13701,Healthcare,17234,Pretoria,Medical Technician,0,Provides medical or support services to patients in healthcare facilities.,Relevant healthcare qualification. Experience in patient care preferred.,5,FinanceHub
21745,Finance,17639,Pretoria,Auditor,0,"Analyzes financial data, prepares reports, and provides recommendations.","Bachelor's degree in Finance, Accounting, or Economics. Analytical skills required.",2,BuildRight
25162,Finance,12745,Port Elizabeth,Financial Analyst,0,"Analyzes financial data, prepares reports, and provides recommendations.","Bachelor's degree in Finance, Accounting, or Economics. Analytical skills required.",5,FinanceHub
11993,Education,15821,Port Elizabeth,Tutor,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,5,FinanceHub
23553,Finance,23431,Port Elizabeth,Investment Banker,0,"Analyzes financial data, prepares reports, and provides recommendations.","Bachelor's degree in Finance, Accounting, or Economics. Analytical skills required.",1,TechCorp
11808,Healthcare,26803,Johannesburg,Medical Technician,0,Provides medical or support services to patients in healthcare facilities.,Relevant healthcare qualification. Experience in patient care preferred.,1,TechCorp
8320,Engineering,8775,Durban,Software Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,4,HealthFirst
12767,Engineering,14723,Durban,Electrical Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,1,TechCorp
9060,Engineering,26621,Port Elizabeth,Civil Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,4,HealthFirst
27931,Retail,14892,Durban,Cashier,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,4,HealthFirst
11307,IT,9874,Port Elizabeth,System Administrator,0,"Develops, maintains, and supports IT systems and software applications.",Bachelor's degree in Computer Science or IT. Experience with programming and system administration.,5,FinanceHub
19789,Education,22440,Port Elizabeth,Lecturer,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,5,FinanceHub
12411,Healthcare,20058,Johannesburg,Pharmacist,0,Provides medical or support services to patients in healthcare facilities.,Relevant healthcare qualification. Experience in patient care preferred.,1,TechCorp
18571,Engineering,13401,Cape Town,Civil Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,3,EduPlus
25832,Retail,20457,Durban,Store Manager,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,1,TechCorp
21213,Finance,23164,Durban,Financial Analyst,0,"Analyzes financial data, prepares reports, and provides recommendations.","Bachelor's degree in Finance, Accounting, or Economics. Analytical skills required.",1,TechCorp
22615,Finance,12766,Cape Town,Auditor,0,"Analyzes financial data, prepares reports, and provides recommendations.","Bachelor's degree in Finance, Accounting, or Economics. Analytical skills required.",3,EduPlus
27430,Education,19536,Durban,Lecturer,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,5,FinanceHub
29660,Education,14597,Johannesburg,Principal,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,2,BuildRight
25898,IT,16302,Pretoria,System Administrator,0,"Develops, maintains, and supports IT systems and software applications.",Bachelor's degree in Computer Science or IT. Experience with programming and system administration.,5,FinanceHub
14268,IT,24400,Johannesburg,System Administrator,0,"Develops, maintains, and supports IT systems and software applications.",Bachelor's degree in Computer Science or IT. Experience with programming and system administration.,5,FinanceHub
12155,Education,21087,Johannesburg,Tutor,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,5,FinanceHub
17766,Finance,17706,Cape Town,Accountant,0,"Analyzes financial data, prepares reports, and provides recommendations.","Bachelor's degree in Finance, Accounting, or Economics. Analytical skills required.",4,HealthFirst
28124,Retail,20651,Johannesburg,Sales Associate,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,2,BuildRight
9067,Retail,16502,Johannesburg,Cashier,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,1,TechCorp
19291,IT,15929,Durban,Cybersecurity Specialist,0,"Develops, maintains, and supports IT systems and software applications.",Bachelor's degree in Computer Science or IT. Experience with programming and system administration.,5,FinanceHub
8723,Retail,13501,Cape Town,Merchandiser,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,2,BuildRight
28788,Retail,29356,Durban,Sales Associate,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,3,EduPlus
10089,Finance,24386,Port Elizabeth,Auditor,0,"Analyzes financial data, prepares reports, and provides recommendations.","Bachelor's degree in Finance, Accounting, or Economics. Analytical skills required.",5,FinanceHub
9759,Finance,18771,Cape Town,Accountant,0,"Analyzes financial data, prepares reports, and provides recommendations.","Bachelor's degree in Finance, Accounting, or Economics. Analytical skills required.",1,TechCorp
19762,Engineering,26539,Johannesburg,Civil Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,2,BuildRight
11578,Engineering,9359,Johannesburg,Mechanical Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,5,FinanceHub
14442,Finance,16030,Durban,Accountant,0,"Analyzes financial data, prepares reports, and provides recommendations.","Bachelor's degree in Finance, Accounting, or Economics. Analytical skills required.",5,FinanceHub
28480,Education,24022,Durban,Tutor,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,2,BuildRight
8781,Retail,22654,Durban,Merchandiser,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,1,TechCorp
17453,Healthcare,13898,Pretoria,Nurse,0,Provides medical or support services to patients in healthcare facilities.,Relevant healthcare qualification. Experience in patient care preferred.,3,EduPlus
12888,Finance,8980,Johannesburg,Auditor,0,"Analyzes financial data, prepares reports, and provides recommendations.","Bachelor's degree in Finance, Accounting, or Economics. Analytical skills required.",5,FinanceHub
18225,Education,24919,Port Elizabeth,Tutor,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,5,FinanceHub
10005,Engineering,23744,Pretoria,Mechanical Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,1,TechCorp
25229,Engineering,22299,Cape Town,Mechanical Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,5,FinanceHub
17625,Retail,24414,Johannesburg,Store Manager,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,4,HealthFirst
22833,Retail,25330,Durban,Merchandiser,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,1,TechCorp
20539,Retail,22319,Cape Town,Store Manager,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,1,TechCorp
12750,Education,14674,Port Elizabeth,Tutor,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,3,EduPlus
17598,Education,13047,Cape Town,Teacher,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,2,BuildRight
16034,IT,27215,Durban,Software Developer,0,"Develops, maintains, and supports IT systems and software applications.",Bachelor's degree in Computer Science or IT. Experience with programming and system administration.,4,HealthFirst
12043,Education,13840,Port Elizabeth,Teacher,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,4,HealthFirst
21577,Finance,24711,Cape Town,Accountant,0,"Analyzes financial data, prepares reports, and provides recommendations.","Bachelor's degree in Finance, Accounting, or Economics. Analytical skills required.",2,BuildRight
22372,Healthcare,9543,Pretoria,Medical Technician,0,Provides medical or support services to patients in healthcare facilities.,Relevant healthcare qualification. Experience in patient care preferred.,4,HealthFirst
20244,IT,8335,Durban,Cybersecurity Specialist,0,"Develops, maintains, and supports IT systems and software applications.",Bachelor's degree in Computer Science or IT. Experience with programming and system administration.,3,EduPlus
18517,Retail,19689,Johannesburg,Sales Associate,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,3,EduPlus
19929,Engineering,14212,Cape Town,Mechanical Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,1,TechCorp
11094,Education,22007,Durban,Tutor,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,5,FinanceHub
17572,Healthcare,22909,Durban,Nurse,0,Provides medical or support services to patients in healthcare facilities.,Relevant healthcare qualification. Experience in patient care preferred.,3,EduPlus
15481,Engineering,8790,Johannesburg,Software Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,5,FinanceHub
21555,Finance,26291,Pretoria,Auditor,0,"Analyzes financial data, prepares reports, and provides recommendations.","Bachelor's degree in Finance, Accounting, or Economics. Analytical skills required.",5,FinanceHub
12357,Engineering,10450,Durban,Civil Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,1,TechCorp
26937,Retail,12562,Cape Town,Cashier,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,2,BuildRight
8444,Education,15100,Cape Town,Principal,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,1,TechCorp
29393,Finance,11208,Cape Town,Investment Banker,0,"Analyzes financial data, prepares reports, and provides recommendations.","Bachelor's degree in Finance, Accounting, or Economics. Analytical skills required.",2,BuildRight
12279,Education,8949,Cape Town,Tutor,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,3,EduPlus
20946,Education,22919,Pretoria,Teacher,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,4,HealthFirst
14268,Education,13717,Port Elizabeth,Teacher,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,2,BuildRight
10649,Education,16236,Durban,Tutor,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,2,BuildRight
12452,Education,28063,Pretoria,Teacher,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,2,BuildRight
10292,Finance,22153,Port Elizabeth,Accountant,0,"Analyzes financial data, prepares reports, and provides recommendations.","Bachelor's degree in Finance, Accounting, or Economics. Analytical skills required.",5,FinanceHub
16191,IT,21019,Pretoria,Data Scientist,0,"Develops, maintains, and supports IT systems and software applications.",Bachelor's degree in Computer Science or IT. Experience with programming and system administration.,2,BuildRight
22300,Healthcare,14149,Pretoria,Doctor,0,Provides medical or support services to patients in healthcare facilities.,Relevant healthcare qualification. Experience in patient care preferred.,3,EduPlus
13482,Engineering,23427,Cape Town,Software Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,5,FinanceHub
10212,Engineering,19397,Pretoria,Electrical Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,5,FinanceHub
16279,Retail,16717,Johannesburg,Sales Associate,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,2,BuildRight
29591,Healthcare,29409,Johannesburg,Medical Technician,0,Provides medical or support services to patients in healthcare facilities.,Relevant healthcare qualification. Experience in patient care preferred.,5,FinanceHub
28838,Retail,10241,Durban,Merchandiser,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,3,EduPlus
26646,Engineering,13931,Johannesburg,Electrical Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,5,FinanceHub
27374,Retail,20605,Durban,Merchandiser,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,4,HealthFirst
22751,Education,14239,Port Elizabeth,Tutor,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,3,EduPlus
15188,Retail,19863,Pretoria,Store Manager,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,1,TechCorp
9020,Healthcare,28930,Johannesburg,Pharmacist,0,Provides medical or support services to patients in healthcare facilities.,Relevant healthcare qualification. Experience in patient care preferred.,3,EduPlus
20515,Engineering,27104,Port Elizabeth,Mechanical Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,3,EduPlus
12569,IT,20412,Johannesburg,Software Developer,0,"Develops, maintains, and supports IT systems and software applications.",Bachelor's degree in Computer Science or IT. Experience with programming and system administration.,3,EduPlus
19394,Healthcare,17805,Port Elizabeth,Pharmacist,0,Provides medical or support services to patients in healthcare facilities.,Relevant healthcare qualification. Experience in patient care preferred.,2,BuildRight
15610,Retail,20885,Pretoria,Store Manager,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,3,EduPlus
19225,Education,8994,Port Elizabeth,Lecturer,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,2,BuildRight
10405,Retail,21385,Cape Town,Store Manager,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,5,FinanceHub
11984,Healthcare,10369,Cape Town,Pharmacist,0,Provides medical or support services to patients in healthcare facilities.,Relevant healthcare qualification. Experience in patient care preferred.,5,FinanceHub
25011,Education,13175,Durban,Tutor,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,1,TechCorp
